,0,1,2,3
0,1,12,0,0.9330628803245437
1,2,22,14,0.3995943204868154
2,2,16,15,0.6247464503042597
3,1,4,0,0.9330628803245437
4,1,17,0,0.8012170385395537
5,2,8,4,1.0
6,2,9,6,0.9898580121703854
7,2,7,15,0.7525354969574036
8,1,5,0,0.947261663286004
9,2,9,2,0.9898580121703854
10,1,10,0,0.9574036511156186
11,2,23,12,0.41379310344827586
12,1,20,0,0.6734279918864098
13,1,18,0,0.7626774847870182
14,2,19,4,0.7545638945233266
15,2,23,19,0.0872210953346856
16,2,2,9,0.8762677484787018
17,1,8,0,0.9655172413793104
18,2,17,5,0.8336713995943205
19,2,10,7,0.973630831643002
20,2,21,22,0.0
21,2,8,4,1.0
22,1,11,0,0.947261663286004
23,1,8,0,0.9655172413793104
24,1,3,0,0.9148073022312373
25,2,3,1,0.9310344827586207
26,2,5,16,0.6896551724137931
27,2,9,18,0.6004056795131846
28,2,7,7,0.9797160243407708
29,2,17,10,0.7626774847870182
30,2,21,17,0.3144016227180527
31,1,17,0,0.8012170385395537
32,1,7,0,0.9634888438133874
33,2,13,1,0.9310344827586207
34,1,6,0,0.9574036511156186
35,1,14,0,0.8924949290060852
36,1,21,0,0.6227180527383367
37,1,5,0,0.947261663286004
38,2,18,16,0.5050709939148073
39,2,22,9,0.5517241379310345
40,1,18,0,0.7626774847870182
41,1,1,0,0.8661257606490872
42,2,18,1,0.7789046653144016
43,2,15,4,0.9006085192697769
44,2,9,23,0.2657200811359026
45,2,12,19,0.5111561866125761
46,2,2,3,0.9249492900608519
47,2,12,22,0.3103448275862069
48,2,9,18,0.6004056795131846
49,2,20,8,0.6754563894523327
