,0,1,2,3
0,2,14,18,0.4658119658119658
1,2,20,15,0.4337606837606838
2,1,21,0,0.6794871794871795
3,2,17,18,0.38247863247863245
4,1,23,0,0.5683760683760684
5,2,9,3,1.0
6,1,20,0,0.7286324786324786
7,1,14,0,0.9337606837606838
8,2,15,7,0.8888888888888888
9,1,7,0,0.9786324786324786
10,1,21,0,0.6794871794871795
11,1,19,0,0.7735042735042735
12,1,1,0,0.8504273504273504
13,1,23,0,0.5683760683760684
14,1,11,0,0.9786324786324786
15,1,11,0,0.9786324786324786
16,2,13,14,0.7072649572649573
17,2,9,14,0.7414529914529915
18,2,20,1,0.7329059829059829
19,2,14,9,0.8696581196581197
20,2,11,1,0.9829059829059829
21,2,21,12,0.5192307692307693
22,2,1,5,0.8547008547008547
23,2,15,1,0.9145299145299145
24,2,11,3,0.9914529914529915
25,2,4,1,0.938034188034188
26,2,21,3,0.6923076923076923
27,1,4,0,0.9337606837606838
28,2,21,21,0.0
29,2,14,8,0.8931623931623932
30,2,22,12,0.4658119658119658
31,1,2,0,0.8824786324786325
32,2,17,5,0.8547008547008547
33,1,1,0,0.8504273504273504
34,1,11,0,0.9786324786324786
35,1,6,0,0.967948717948718
36,1,1,0,0.8504273504273504
37,1,19,0,0.7735042735042735
38,1,8,0,0.9850427350427351
39,2,12,14,0.7222222222222222
40,1,11,0,0.9786324786324786
41,1,1,0,0.8504273504273504
42,1,8,0,0.9850427350427351
43,2,13,1,0.9572649572649573
44,2,18,21,0.1346153846153846
45,2,3,3,0.9230769230769231
46,1,22,0,0.6260683760683761
47,2,6,20,0.36324786324786323
48,1,15,0,0.9102564102564102
49,1,1,0,0.8504273504273504
